board_state,mcts_prob,z_value
"[[-1, 0, 0, 1, -1, 0, 0, 0, -1, 0, -1], [1, 0, 0, -1, 1, 1, -1, 0, 0, 1, 0], [0, 1, 0, 1, 0, -1, 0, 0, 1, -1, 1], [1, -1, 1, 0, 0, -1, -1, 0, -1, -1, -1], [1, -1, 0, -1, 0, -1, 1, 0, 0, 1, 0], [1, 0, -1, 1, 1, 1, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -1], [0, -1, 0, -1, 1, 1, -1, 0, 1, 1, 0], [1, -1, 0, 0, 0, -1, 1, 0, -1, -1, 0], [-1, 1, -1, -1, -1, 0, -1, 0, 0, 0, 0], [-1, -1, 1, 1, 0, -1, 1, 1, 1, 0, 0]]","[[0.0, 0.016216216216216217, 0.010810810810810811, 0.0, 0.0, 0.016216216216216217, 0.010810810810810811, 0.02702702702702703, 0.0, 0.016216216216216217, 0.0], [0.0, 0.021621621621621623, 0.016216216216216217, 0.0, 0.0, 0.0, 0.0, 0.016216216216216217, 0.010810810810810811, 0.0, 0.010810810810810811], [0.02702702702702703, 0.0, 0.010810810810810811, 0.0, 0.02702702702702703, 0.0, 0.021621621621621623, 0.016216216216216217, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.021621621621621623, 0.02702702702702703, 0.0, 0.0, 0.010810810810810811, 0.0, 0.0, 0.0], [0.0, 0.0, 0.021621621621621623, 0.0, 0.021621621621621623, 0.0, 0.0, 0.010810810810810811, 0.010810810810810811, 0.0, 0.016216216216216217], [0.0, 0.021621621621621623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010810810810810811, 0.02702702702702703, 0.0, 0.010810810810810811], [0.010810810810810811, 0.03783783783783784, 0.02702702702702703, 0.032432432432432434, 0.021621621621621623, 0.010810810810810811, 0.0, 0.021621621621621623, 0.016216216216216217, 0.0, 0.0], [0.010810810810810811, 0.0, 0.021621621621621623, 0.0, 0.0, 0.0, 0.0, 0.010810810810810811, 0.0, 0.0, 0.021621621621621623], [0.0, 0.0, 0.021621621621621623, 0.010810810810810811, 0.02702702702702703, 0.0, 0.0, 0.032432432432432434, 0.0, 0.0, 0.021621621621621623], [0.0, 0.0, 0.0, 0.0, 0.0, 0.021621621621621623, 0.0, 0.021621621621621623, 0.021621621621621623, 0.021621621621621623, 0.021621621621621623], [0.0, 0.0, 0.0, 0.0, 0.010810810810810811, 0.0, 0.0, 0.0, 0.0, 0.016216216216216217, 0.021621621621621623]]",1
"[[-1, 0, 0, 1, -1, 0, 0, 0, -1, 0, -1], [1, 0, -1, -1, 1, 1, -1, 0, 0, 1, 0], [0, 1, 0, 1, 1, -1, 0, 0, 1, -1, 1], [1, -1, 1, 0, 0, -1, -1, 0, -1, -1, -1], [1, -1, 0, -1, 0, -1, 1, 0, 0, 1, 0], [1, 0, -1, 1, 1, 1, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -1], [0, -1, 0, -1, 1, 1, -1, 0, 1, 1, 0], [1, -1, 0, 0, 0, -1, 1, 0, -1, -1, 0], [-1, 1, -1, -1, -1, 0, -1, 0, 0, 0, 0], [-1, -1, 1, 1, 0, -1, 1, 1, 1, 0, 0]]","[[0.0, 0.012738853503184714, 0.006369426751592357, 0.0, 0.0, 0.01910828025477707, 0.01910828025477707, 0.025477707006369428, 0.0, 0.006369426751592357, 0.0], [0.0, 0.025477707006369428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01910828025477707, 0.025477707006369428, 0.0, 0.012738853503184714], [0.01910828025477707, 0.0, 0.025477707006369428, 0.0, 0.0, 0.0, 0.012738853503184714, 0.025477707006369428, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.012738853503184714, 0.03184713375796178, 0.0, 0.0, 0.012738853503184714, 0.0, 0.0, 0.0], [0.0, 0.0, 0.01910828025477707, 0.0, 0.01910828025477707, 0.0, 0.0, 0.01910828025477707, 0.01910828025477707, 0.0, 0.012738853503184714], [0.0, 0.01910828025477707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01910828025477707, 0.025477707006369428, 0.0, 0.03821656050955414], [0.025477707006369428, 0.03821656050955414, 0.006369426751592357, 0.01910828025477707, 0.01910828025477707, 0.025477707006369428, 0.0, 0.025477707006369428, 0.03184713375796178, 0.0, 0.0], [0.01910828025477707, 0.0, 0.01910828025477707, 0.0, 0.0, 0.0, 0.0, 0.025477707006369428, 0.0, 0.0, 0.012738853503184714], [0.0, 0.0, 0.012738853503184714, 0.025477707006369428, 0.025477707006369428, 0.0, 0.0, 0.01910828025477707, 0.0, 0.0, 0.01910828025477707], [0.0, 0.0, 0.0, 0.0, 0.0, 0.03184713375796178, 0.0, 0.01910828025477707, 0.01910828025477707, 0.012738853503184714, 0.01910828025477707], [0.0, 0.0, 0.0, 0.0, 0.006369426751592357, 0.0, 0.0, 0.0, 0.0, 0.006369426751592357, 0.012738853503184714]]",1
"[[-1, 0, 0, 1, -1, 0, 0, 0, -1, 0, -1], [1, 0, -1, -1, 1, 1, -1, 0, 1, 1, 0], [0, 1, 0, 1, 1, -1, 0, 0, 1, -1, 1], [1, -1, 1, 0, 0, -1, -1, 0, -1, -1, -1], [1, -1, -1, -1, 0, -1, 1, 0, 0, 1, 0], [1, 0, -1, 1, 1, 1, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -1], [0, -1, 0, -1, 1, 1, -1, 0, 1, 1, 0], [1, -1, 0, 0, 0, -1, 1, 0, -1, -1, 0], [-1, 1, -1, -1, -1, 0, -1, 0, 0, 0, 0], [-1, -1, 1, 1, 0, -1, 1, 1, 1, 0, 0]]","[[0.0, 0.018867924528301886, 0.025157232704402517, 0.0, 0.0, 0.025157232704402517, 0.012578616352201259, 0.031446540880503145, 0.0, 0.03773584905660377, 0.0], [0.0, 0.012578616352201259, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018867924528301886, 0.0, 0.0, 0.025157232704402517], [0.012578616352201259, 0.0, 0.012578616352201259, 0.0, 0.0, 0.0, 0.018867924528301886, 0.018867924528301886, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.03773584905660377, 0.018867924528301886, 0.0, 0.0, 0.012578616352201259, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.012578616352201259, 0.0, 0.0, 0.018867924528301886, 0.018867924528301886, 0.0, 0.025157232704402517], [0.0, 0.018867924528301886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018867924528301886, 0.012578616352201259, 0.0, 0.018867924528301886], [0.018867924528301886, 0.018867924528301886, 0.012578616352201259, 0.018867924528301886, 0.012578616352201259, 0.031446540880503145, 0.0, 0.012578616352201259, 0.025157232704402517, 0.0, 0.0], [0.018867924528301886, 0.0, 0.025157232704402517, 0.0, 0.0, 0.0, 0.0, 0.018867924528301886, 0.0, 0.0, 0.025157232704402517], [0.0, 0.0, 0.025157232704402517, 0.012578616352201259, 0.031446540880503145, 0.0, 0.0, 0.031446540880503145, 0.0, 0.0, 0.03773584905660377], [0.0, 0.0, 0.0, 0.0, 0.0, 0.018867924528301886, 0.0, 0.012578616352201259, 0.018867924528301886, 0.018867924528301886, 0.025157232704402517], [0.0, 0.0, 0.0, 0.0, 0.012578616352201259, 0.0, 0.0, 0.0, 0.0, 0.018867924528301886, 0.012578616352201259]]",1
"[[-1, 0, 0, 1, -1, 0, 0, 0, -1, 0, -1], [1, 0, -1, -1, 1, 1, -1, 0, 1, 1, 0], [0, 1, -1, 1, 1, -1, 0, 0, 1, -1, 1], [1, -1, 1, 0, 0, -1, -1, 0, -1, -1, -1], [1, -1, -1, -1, 0, -1, 1, 0, 0, 1, 1], [1, 0, -1, 1, 1, 1, 1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -1], [0, -1, 0, -1, 1, 1, -1, 0, 1, 1, 0], [1, -1, 0, 0, 0, -1, 1, 0, -1, -1, 0], [-1, 1, -1, -1, -1, 0, -1, 0, 0, 0, 0], [-1, -1, 1, 1, 0, -1, 1, 1, 1, 0, 0]]","[[0.0, 0.01694915254237288, 0.011299435028248588, 0.0, 0.0, 0.01694915254237288, 0.01694915254237288, 0.022598870056497175, 0.0, 0.022598870056497175, 0.0], [0.0, 0.011299435028248588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022598870056497175, 0.0, 0.0, 0.022598870056497175], [0.01694915254237288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022598870056497175, 0.02824858757062147, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.011299435028248588, 0.04519774011299435, 0.0, 0.0, 0.02824858757062147, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.02824858757062147, 0.0, 0.0, 0.03389830508474576, 0.02824858757062147, 0.0, 0.0], [0.0, 0.02824858757062147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022598870056497175, 0.01694915254237288, 0.0, 0.011299435028248588], [0.01694915254237288, 0.01694915254237288, 0.011299435028248588, 0.022598870056497175, 0.011299435028248588, 0.022598870056497175, 0.0, 0.01694915254237288, 0.03389830508474576, 0.0, 0.0], [0.022598870056497175, 0.0, 0.022598870056497175, 0.0, 0.0, 0.0, 0.0, 0.011299435028248588, 0.0, 0.0, 0.02824858757062147], [0.0, 0.0, 0.01694915254237288, 0.022598870056497175, 0.01694915254237288, 0.0, 0.0, 0.02824858757062147, 0.0, 0.0, 0.02824858757062147], [0.0, 0.0, 0.0, 0.0, 0.0, 0.02824858757062147, 0.0, 0.01694915254237288, 0.01694915254237288, 0.022598870056497175, 0.02824858757062147], [0.0, 0.0, 0.0, 0.0, 0.011299435028248588, 0.0, 0.0, 0.0, 0.0, 0.022598870056497175, 0.01694915254237288]]",1
"[[-1, 0, 0, 1, -1, 0, 0, 0, -1, 0, -1], [1, 0, -1, -1, 1, 1, -1, 0, 1, 1, 0], [0, 1, -1, 1, 1, -1, 0, 0, 1, -1, 1], [1, -1, 1, 0, 0, -1, -1, 0, -1, -1, -1], [1, -1, -1, -1, 0, -1, 1, 0, 0, 1, 1], [1, 0, -1, 1, 1, 1, 1, -1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -1], [0, -1, 0, -1, 1, 1, -1, 0, 1, 1, 0], [1, -1, 0, 0, 0, -1, 1, 1, -1, -1, 0], [-1, 1, -1, -1, -1, 0, -1, 0, 0, 0, 0], [-1, -1, 1, 1, 0, -1, 1, 1, 1, 0, 0]]","[[0.0, 0.02702702702702703, 0.021621621621621623, 0.0, 0.0, 0.010810810810810811, 0.010810810810810811, 0.021621621621621623, 0.0, 0.02702702702702703, 0.0], [0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0, 0.010810810810810811], [0.016216216216216217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021621621621621623, 0.010810810810810811, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.021621621621621623, 0.032432432432432434, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.02702702702702703, 0.0, 0.0, 0.021621621621621623, 0.021621621621621623, 0.0, 0.0], [0.0, 0.010810810810810811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021621621621621623, 0.0, 0.016216216216216217], [0.02702702702702703, 0.021621621621621623, 0.021621621621621623, 0.02702702702702703, 0.010810810810810811, 0.021621621621621623, 0.0, 0.032432432432432434, 0.016216216216216217, 0.0, 0.0], [0.02702702702702703, 0.0, 0.016216216216216217, 0.0, 0.0, 0.0, 0.0, 0.016216216216216217, 0.0, 0.0, 0.021621621621621623], [0.0, 0.0, 0.03783783783783784, 0.021621621621621623, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021621621621621623], [0.0, 0.0, 0.0, 0.0, 0.0, 0.02702702702702703, 0.0, 0.03783783783783784, 0.016216216216216217, 0.016216216216216217, 0.02702702702702703], [0.0, 0.0, 0.0, 0.0, 0.032432432432432434, 0.0, 0.0, 0.0, 0.0, 0.02702702702702703, 0.016216216216216217]]",1
"[[-1, 0, -1, 1, -1, 0, 0, 0, -1, 0, -1], [1, 0, -1, -1, 1, 1, -1, 0, 1, 1, 0], [0, 1, -1, 1, 1, -1, 0, 0, 1, -1, 1], [1, -1, 1, 0, 0, -1, -1, 0, -1, -1, -1], [1, -1, -1, -1, 0, -1, 1, 0, 0, 1, 1], [1, 0, -1, 1, 1, 1, 1, -1, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -1], [0, -1, 0, -1, 1, 1, -1, 0, 1, 1, 0], [1, -1, 1, 0, 0, -1, 1, 1, -1, -1, 0], [-1, 1, -1, -1, -1, 0, -1, 0, 0, 0, 0], [-1, -1, 1, 1, 0, -1, 1, 1, 1, 0, 0]]","[[0.0, 0.014084507042253521, 0.0, 0.0, 0.0, 0.018779342723004695, 0.018779342723004695, 0.03755868544600939, 0.0, 0.023474178403755867, 0.0], [0.0, 0.018779342723004695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018779342723004695, 0.0, 0.0, 0.018779342723004695], [0.018779342723004695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018779342723004695, 0.028169014084507043, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.028169014084507043, 0.028169014084507043, 0.0, 0.0, 0.023474178403755867, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.014084507042253521, 0.0, 0.0, 0.009389671361502348, 0.023474178403755867, 0.0, 0.0], [0.0, 0.023474178403755867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018779342723004695, 0.0, 0.023474178403755867], [0.009389671361502348, 0.046948356807511735, 0.028169014084507043, 0.014084507042253521, 0.03286384976525822, 0.03755868544600939, 0.0, 0.018779342723004695, 0.023474178403755867, 0.0, 0.0], [0.03286384976525822, 0.0, 0.028169014084507043, 0.0, 0.0, 0.0, 0.0, 0.028169014084507043, 0.0, 0.0, 0.009389671361502348], [0.0, 0.0, 0.0, 0.03755868544600939, 0.018779342723004695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028169014084507043], [0.0, 0.0, 0.0, 0.0, 0.0, 0.014084507042253521, 0.0, 0.014084507042253521, 0.018779342723004695, 0.018779342723004695, 0.028169014084507043], [0.0, 0.0, 0.0, 0.0, 0.028169014084507043, 0.0, 0.0, 0.0, 0.0, 0.03755868544600939, 0.018779342723004695]]",1
"[[-1, 0, -1, 1, -1, 0, 0, 0, -1, 0, -1], [1, 0, -1, -1, 1, 1, -1, 0, 1, 1, 0], [0, 1, -1, 1, 1, -1, 0, 0, 1, -1, 1], [1, -1, 1, 0, 1, -1, -1, 0, -1, -1, -1], [1, -1, -1, -1, 0, -1, 1, 0, 0, 1, 1], [1, 0, -1, 1, 1, 1, 1, -1, -1, 1, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -1], [0, -1, 0, -1, 1, 1, -1, 0, 1, 1, 0], [1, -1, 1, 0, 0, -1, 1, 1, -1, -1, 0], [-1, 1, -1, -1, -1, 0, -1, 0, 0, 0, 0], [-1, -1, 1, 1, 0, -1, 1, 1, 1, 0, 0]]","[[0.0, 0.02145922746781116, 0.0, 0.0, 0.0, 0.03862660944206009, 0.030042918454935622, 0.017167381974248927, 0.0, 0.02145922746781116, 0.0], [0.0, 0.017167381974248927, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017167381974248927, 0.0, 0.0, 0.02145922746781116], [0.02145922746781116, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017167381974248927, 0.030042918454935622, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.03862660944206009, 0.0, 0.0, 0.0, 0.030042918454935622, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.02575107296137339, 0.0, 0.0, 0.017167381974248927, 0.034334763948497854, 0.0, 0.0], [0.0, 0.02145922746781116, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02575107296137339], [0.02575107296137339, 0.03862660944206009, 0.02145922746781116, 0.02145922746781116, 0.030042918454935622, 0.034334763948497854, 0.0, 0.02145922746781116, 0.030042918454935622, 0.0, 0.0], [0.030042918454935622, 0.0, 0.017167381974248927, 0.0, 0.0, 0.0, 0.0, 0.017167381974248927, 0.0, 0.0, 0.017167381974248927], [0.0, 0.0, 0.0, 0.030042918454935622, 0.030042918454935622, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02575107296137339], [0.0, 0.0, 0.0, 0.0, 0.0, 0.030042918454935622, 0.0, 0.017167381974248927, 0.02575107296137339, 0.017167381974248927, 0.012875536480686695], [0.0, 0.0, 0.0, 0.0, 0.02145922746781116, 0.0, 0.0, 0.0, 0.0, 0.012875536480686695, 0.02575107296137339]]",1
"[[-1, 0, -1, 1, -1, 0, 0, 0, -1, 0, -1], [1, 0, -1, -1, 1, 1, -1, 0, 1, 1, 0], [0, 1, -1, 1, 1, -1, 0, 0, 1, -1, 1], [1, -1, 1, 0, 1, -1, -1, 0, -1, -1, -1], [1, -1, -1, -1, 0, -1, 1, 0, 0, 1, 1], [1, 0, -1, 1, 1, 1, 1, -1, -1, 1, 0], [0, 0, -1, 0, 0, 0, 1, 0, 0, 1, -1], [0, -1, 0, -1, 1, 1, -1, 0, 1, 1, 0], [1, -1, 1, 1, 0, -1, 1, 1, -1, -1, 0], [-1, 1, -1, -1, -1, 0, -1, 0, 0, 0, 0], [-1, -1, 1, 1, 0, -1, 1, 1, 1, 0, 0]]","[[0.0, 0.020242914979757085, 0.0, 0.0, 0.0, 0.02834008097165992, 0.032388663967611336, 0.02834008097165992, 0.0, 0.024291497975708502, 0.0], [0.0, 0.016194331983805668, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02834008097165992, 0.0, 0.0, 0.02834008097165992], [0.02834008097165992, 0.0, 0.0, 0.0, 0.0, 0.0, 0.032388663967611336, 0.020242914979757085, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.020242914979757085, 0.0, 0.0, 0.0, 0.02834008097165992, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.016194331983805668, 0.0, 0.0, 0.020242914979757085, 0.020242914979757085, 0.0, 0.0], [0.0, 0.03643724696356275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03643724696356275], [0.024291497975708502, 0.024291497975708502, 0.0, 0.020242914979757085, 0.02834008097165992, 0.016194331983805668, 0.0, 0.032388663967611336, 0.020242914979757085, 0.0, 0.0], [0.020242914979757085, 0.0, 0.032388663967611336, 0.0, 0.0, 0.0, 0.0, 0.024291497975708502, 0.0, 0.0, 0.02834008097165992], [0.0, 0.0, 0.0, 0.0, 0.016194331983805668, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04048582995951417], [0.0, 0.0, 0.0, 0.0, 0.0, 0.032388663967611336, 0.0, 0.024291497975708502, 0.02834008097165992, 0.024291497975708502, 0.024291497975708502], [0.0, 0.0, 0.0, 0.0, 0.024291497975708502, 0.0, 0.0, 0.0, 0.0, 0.024291497975708502, 0.024291497975708502]]",1
"[[-1, 0, -1, 1, -1, 0, 1, 0, -1, 0, -1], [1, 0, -1, -1, 1, 1, -1, 0, 1, 1, 0], [0, 1, -1, 1, 1, -1, 0, 0, 1, -1, 1], [1, -1, 1, 0, 1, -1, -1, 0, -1, -1, -1], [1, -1, -1, -1, 0, -1, 1, 0, 0, 1, 1], [1, 0, -1, 1, 1, 1, 1, -1, -1, 1, 0], [0, 0, -1, 0, 0, 0, 1, -1, 0, 1, -1], [0, -1, 0, -1, 1, 1, -1, 0, 1, 1, 0], [1, -1, 1, 1, 0, -1, 1, 1, -1, -1, 0], [-1, 1, -1, -1, -1, 0, -1, 0, 0, 0, 0], [-1, -1, 1, 1, 0, -1, 1, 1, 1, 0, 0]]","[[0.0, 0.02154398563734291, 0.0, 0.0, 0.0, 0.02333931777378815, 0.0, 0.02154398563734291, 0.0, 0.03231597845601436, 0.0], [0.0, 0.03231597845601436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02154398563734291, 0.0, 0.0, 0.02872531418312388], [0.02154398563734291, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025134649910233394, 0.03231597845601436, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.025134649910233394, 0.0, 0.0, 0.0, 0.02872531418312388, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.026929982046678635, 0.0, 0.0, 0.02872531418312388, 0.03590664272890485, 0.0, 0.0], [0.0, 0.02872531418312388, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03770197486535009], [0.02333931777378815, 0.025134649910233394, 0.0, 0.03052064631956912, 0.02333931777378815, 0.02872531418312388, 0.0, 0.0, 0.02872531418312388, 0.0, 0.0], [0.025134649910233394, 0.0, 0.026929982046678635, 0.0, 0.0, 0.0, 0.0, 0.03052064631956912, 0.0, 0.0, 0.02333931777378815], [0.0, 0.0, 0.0, 0.0, 0.03052064631956912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026929982046678635], [0.0, 0.0, 0.0, 0.0, 0.0, 0.026929982046678635, 0.0, 0.025134649910233394, 0.02872531418312388, 0.02154398563734291, 0.019748653500897665], [0.0, 0.0, 0.0, 0.0, 0.03231597845601436, 0.0, 0.0, 0.0, 0.0, 0.02872531418312388, 0.02154398563734291]]",1
"[[-1, 0, -1, 1, -1, 0, 1, 0, -1, 0, -1], [1, 0, -1, -1, 1, 1, -1, 0, 1, 1, 0], [0, 1, -1, 1, 1, -1, 0, 0, 1, -1, 1], [1, -1, 1, 0, 1, -1, -1, 0, -1, -1, -1], [1, -1, -1, -1, 0, -1, 1, 0, 0, 1, 1], [1, 0, -1, 1, 1, 1, 1, -1, -1, 1, 0], [0, 0, -1, 0, 0, 0, 1, -1, 0, 1, -1], [0, -1, 0, -1, 1, 1, -1, 0, 1, 1, 0], [1, -1, 1, 1, 0, -1, 1, 1, -1, -1, 0], [-1, 1, -1, -1, -1, 1, -1, 0, 0, 0, 0], [-1, -1, 1, 1, 0, -1, 1, 1, 1, 0, -1]]","[[0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.025044722719141325, 0.0, 0.03577817531305903, 0.0, 0.025044722719141325, 0.0], [0.0, 0.025044722719141325, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03041144901610018, 0.0, 0.0, 0.028622540250447227], [0.03935599284436494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03398926654740608, 0.03220035778175313, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.03398926654740608, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.03041144901610018, 0.0, 0.0, 0.044722719141323794, 0.03398926654740608, 0.0, 0.0], [0.0, 0.026833631484794274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016100178890876567], [0.03041144901610018, 0.026833631484794274, 0.0, 0.03577817531305903, 0.023255813953488372, 0.026833631484794274, 0.0, 0.0, 0.03577817531305903, 0.0, 0.0], [0.025044722719141325, 0.0, 0.026833631484794274, 0.0, 0.0, 0.0, 0.0, 0.028622540250447227, 0.0, 0.0, 0.03041144901610018], [0.0, 0.0, 0.0, 0.0, 0.026833631484794274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03041144901610018], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026833631484794274, 0.014311270125223614, 0.023255813953488372, 0.03220035778175313], [0.0, 0.0, 0.0, 0.0, 0.025044722719141325, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0]]",1
"[[-1, 0, -1, 1, -1, 0, 1, 0, -1, 0, -1], [1, 0, -1, -1, 1, 1, -1, 0, 1, 1, 0], [0, 1, -1, 1, 1, -1, 0, 0, 1, -1, 1], [1, -1, 1, 0, 1, -1, -1, 0, -1, -1, -1], [1, -1, -1, -1, 0, -1, 1, 1, 0, 1, 1], [1, 0, -1, 1, 1, 1, 1, -1, -1, 1, 0], [0, 0, -1, 0, 0, -1, 1, -1, 0, 1, -1], [0, -1, 0, -1, 1, 1, -1, 0, 1, 1, 0], [1, -1, 1, 1, 0, -1, 1, 1, -1, -1, 0], [-1, 1, -1, -1, -1, 1, -1, 0, 0, 0, 0], [-1, -1, 1, 1, 0, -1, 1, 1, 1, 0, -1]]","[[0.0, 0.02743142144638404, 0.0, 0.0, 0.0, 0.04738154613466334, 0.0, 0.02743142144638404, 0.0, 0.03740648379052369, 0.0], [0.0, 0.022443890274314215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02493765586034913, 0.0, 0.0, 0.022443890274314215], [0.02493765586034913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029925187032418952, 0.02743142144638404, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.032418952618453865, 0.0, 0.0, 0.0, 0.04488778054862843, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.04239401496259352, 0.0, 0.0, 0.0, 0.0399002493765586, 0.0, 0.0], [0.0, 0.022443890274314215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02493765586034913], [0.03740648379052369, 0.032418952618453865, 0.0, 0.02743142144638404, 0.032418952618453865, 0.012468827930174564, 0.0, 0.0, 0.0399002493765586, 0.0, 0.0], [0.029925187032418952, 0.0, 0.0024937655860349127, 0.0, 0.0, 0.0, 0.0, 0.02493765586034913, 0.0, 0.0, 0.017456359102244388], [0.0, 0.0, 0.0, 0.0, 0.03740648379052369, 0.0, 0.0, 0.0, 0.0, 0.0, 0.032418952618453865], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02493765586034913, 0.02743142144638404, 0.032418952618453865, 0.04488778054862843], [0.0, 0.0, 0.0, 0.0, 0.022443890274314215, 0.0, 0.0, 0.0, 0.0, 0.022443890274314215, 0.0]]",1
