board_state,mcts_prob,z_value
"[[1, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0], [0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0], [0, 0, 0, -1, 0, -1, 0, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, -1, 0, 1, 0, 0, -1, 0], [0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 1], [-1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 1, -1, 0, 0], [0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1], [0, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372], [0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.023255813953488372, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.023255813953488372, 0.023255813953488372, 0.0, 0.023255813953488372, 0.023255813953488372, 0.0], [0.023255813953488372, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.0, 0.0, 0.023255813953488372], [0.023255813953488372, 0.0, 0.0, 0.023255813953488372, 0.0, 0.023255813953488372, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.023255813953488372, 0.0, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372], [0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.023255813953488372], [0.023255813953488372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.0, 0.0], [0.0, 0.0, 0.023255813953488372, 0.0, 0.0, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.023255813953488372, 0.0, 0.0]]",-1
"[[-1, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0], [-1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0], [-1, 0, 0, 1, 0, 1, 0, -1, 0, 0, -1], [0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 1, 0, -1, 0, 0, 1, 0], [0, 1, 0, -1, 0, 0, 0, 0, 0, 0, -1], [1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0], [-1, 0, -1, -1, 0, 0, 0, -1, 1, 0, 0], [0, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1], [0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]]","[[0.0, 0.0, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.0], [0.0, 0.023809523809523808, 0.0, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 0.0, 0.0, 0.0, 0.0], [0.023809523809523808, 0.0, 0.023809523809523808, 0.0, 0.0, 0.023809523809523808, 0.0, 0.0, 0.0, 0.0, 0.023809523809523808], [0.0, 0.023809523809523808, 0.023809523809523808, 0.0, 0.023809523809523808, 0.0, 0.0, 0.0, 0.023809523809523808, 0.0, 0.0], [0.0, 0.0, 0.023809523809523808, 0.0, 0.0, 0.023809523809523808, 0.0, 0.0, 0.023809523809523808, 0.0, 0.0], [0.0, 0.0, 0.0, 0.023809523809523808, 0.0, 0.023809523809523808, 0.0, 0.0, 0.0, 0.0, 0.0], [0.023809523809523808, 0.0, 0.023809523809523808, 0.0, 0.023809523809523808, 0.0, 0.023809523809523808, 0.023809523809523808, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.0, 0.023809523809523808, 0.0, 0.023809523809523808], [0.0, 0.023809523809523808, 0.0, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 0.0, 0.0, 0.0, 0.0], [0.0, 0.023809523809523808, 0.0, 0.0, 0.0, 0.0, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.0, 0.0], [0.0, 0.0, 0.023809523809523808, 0.0, 0.023809523809523808, 0.0, 0.0, 0.023809523809523808, 0.0, 0.0, 0.0]]",1
"[[1, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0], [0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1], [1, 0, 0, -1, 0, -1, 0, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, -1, 0, 1, 0, 0, -1, 0], [0, -1, 0, 1, 0, 0, 0, 0, 0, 0, 1], [-1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 1, -1, 0, 0], [0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1], [0, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.0, 0.0, 0.021739130434782608, 0.0, 0.0], [0.0, 0.021739130434782608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.021739130434782608], [0.0, 0.021739130434782608, 0.0, 0.021739130434782608, 0.0, 0.021739130434782608, 0.0, 0.0, 0.0, 0.021739130434782608, 0.0], [0.0, 0.021739130434782608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.021739130434782608, 0.0], [0.0, 0.0, 0.0, 0.021739130434782608, 0.0, 0.0, 0.021739130434782608, 0.021739130434782608, 0.0, 0.0, 0.0], [0.021739130434782608, 0.0, 0.021739130434782608, 0.0, 0.0, 0.021739130434782608, 0.0, 0.021739130434782608, 0.0, 0.0, 0.0], [0.0, 0.0, 0.021739130434782608, 0.0, 0.021739130434782608, 0.0, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.0, 0.0], [0.0, 0.0, 0.021739130434782608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.021739130434782608, 0.0], [0.0, 0.0, 0.0, 0.0, 0.021739130434782608, 0.0, 0.021739130434782608, 0.0, 0.0, 0.021739130434782608, 0.021739130434782608], [0.021739130434782608, 0.021739130434782608, 0.0, 0.0, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.0], [0.021739130434782608, 0.0, 0.0, 0.0, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.021739130434782608, 0.0]]",-1
"[[-1, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0], [-1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1], [-1, 0, 0, 1, 0, 1, 0, -1, 0, 0, -1], [0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 1, 0, -1, 0, 0, 1, 0], [0, 1, -1, -1, 0, 0, 0, 0, 0, 0, -1], [1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0], [-1, 0, -1, -1, 0, 0, 0, -1, 1, 0, 0], [0, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1], [0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]]","[[0.0, 0.0, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0, 0.0196078431372549, 0.0196078431372549, 0.0196078431372549, 0.0], [0.0, 0.0196078431372549, 0.0196078431372549, 0.0196078431372549, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0, 0.0196078431372549, 0.0], [0.0196078431372549, 0.0196078431372549, 0.0196078431372549, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0], [0.0, 0.0196078431372549, 0.0196078431372549, 0.0, 0.0196078431372549, 0.0, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0], [0.0196078431372549, 0.0196078431372549, 0.0196078431372549, 0.0196078431372549, 0.0, 0.0196078431372549, 0.0196078431372549, 0.0196078431372549, 0.0, 0.0, 0.0], [0.0, 0.0196078431372549, 0.0, 0.0196078431372549, 0.0, 0.0196078431372549, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0196078431372549], [0.0196078431372549, 0.0, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0, 0.0196078431372549, 0.0196078431372549, 0.0196078431372549, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0196078431372549, 0.0196078431372549, 0.0, 0.0196078431372549, 0.0], [0.0, 0.0196078431372549, 0.0, 0.0, 0.0196078431372549, 0.0196078431372549, 0.0196078431372549, 0.0, 0.0, 0.0196078431372549, 0.0196078431372549], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0196078431372549, 0.0, 0.0196078431372549, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0196078431372549, 0.0, 0.0196078431372549, 0.0, 0.0196078431372549, 0.0196078431372549, 0.0]]",1
"[[1, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0], [0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1], [1, 0, 0, -1, 0, -1, 0, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, -1, 0, 1, 0, 0, -1, 0], [0, -1, 1, 1, 0, 0, 0, -1, 0, 0, 1], [-1, -1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 1, -1, 0, 0], [0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1], [0, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0], [0.0, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0, 0.0, 0.020833333333333332, 0.020833333333333332], [0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.0, 0.020833333333333332, 0.0, 0.0, 0.020833333333333332, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0], [0.020833333333333332, 0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0, 0.020833333333333332, 0.0, 0.020833333333333332], [0.020833333333333332, 0.020833333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0, 0.020833333333333332], [0.020833333333333332, 0.0, 0.0, 0.0, 0.020833333333333332, 0.020833333333333332, 0.020833333333333332, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.020833333333333332, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0, 0.020833333333333332], [0.0, 0.020833333333333332, 0.0, 0.0, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0, 0.020833333333333332, 0.020833333333333332], [0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0, 0.020833333333333332, 0.0, 0.0, 0.0], [0.020833333333333332, 0.0, 0.0, 0.0, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0, 0.020833333333333332, 0.020833333333333332, 0.0]]",-1
"[[-1, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0], [-1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1], [-1, 0, 0, 1, 0, 1, 0, -1, 0, 0, -1], [0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 1, 0, -1, 0, 0, 1, 0], [0, 1, -1, -1, 0, 0, 0, 1, 0, 0, -1], [1, 1, 0, -1, 0, 0, 0, 0, -1, 0, 0], [-1, 0, -1, -1, 0, 0, 0, -1, 1, 0, 0], [0, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1], [0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]]","[[0.0, 0.0, 0.0, 0.0, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.0, 0.0, 0.02040816326530612], [0.0, 0.02040816326530612, 0.02040816326530612, 0.0, 0.0, 0.0, 0.02040816326530612, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612], [0.0, 0.02040816326530612, 0.0, 0.0, 0.0, 0.02040816326530612, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.0], [0.0, 0.02040816326530612, 0.02040816326530612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02040816326530612, 0.0, 0.0], [0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.0, 0.0, 0.02040816326530612, 0.0, 0.0, 0.0, 0.02040816326530612], [0.02040816326530612, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.02040816326530612, 0.0, 0.0, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.0], [0.0, 0.0, 0.02040816326530612, 0.0, 0.0, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.02040816326530612, 0.02040816326530612], [0.0, 0.02040816326530612, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612], [0.0, 0.02040816326530612, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.0, 0.02040816326530612, 0.02040816326530612, 0.0], [0.02040816326530612, 0.0, 0.0, 0.0, 0.02040816326530612, 0.0, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.0]]",1
"[[1, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, -1, 0, -1, 0, 0, -1, -1, 0, 0], [0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1], [1, 0, 0, -1, 0, -1, 0, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, -1, 0, 1, 0, 0, -1, 0], [0, -1, 1, 1, 0, 0, 0, -1, 0, 0, 1], [-1, -1, 0, 1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 1, 1, 0, 0, 0, 1, -1, 0, 0], [0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1], [0, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.0, 0.02040816326530612], [0.0, 0.02040816326530612, 0.0, 0.0, 0.0, 0.0, 0.02040816326530612, 0.0, 0.0, 0.02040816326530612, 0.0], [0.0, 0.0, 0.02040816326530612, 0.0, 0.0, 0.0, 0.02040816326530612, 0.0, 0.02040816326530612, 0.02040816326530612, 0.0], [0.0, 0.02040816326530612, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.0, 0.0, 0.02040816326530612, 0.0, 0.0], [0.02040816326530612, 0.0, 0.02040816326530612, 0.02040816326530612, 0.0, 0.0, 0.0, 0.02040816326530612, 0.0, 0.0, 0.02040816326530612], [0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.0, 0.02040816326530612, 0.0, 0.02040816326530612], [0.02040816326530612, 0.0, 0.0, 0.0, 0.02040816326530612, 0.0, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.0, 0.02040816326530612, 0.02040816326530612], [0.0, 0.02040816326530612, 0.0, 0.0, 0.02040816326530612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02040816326530612], [0.0, 0.02040816326530612, 0.0, 0.0, 0.02040816326530612, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.02040816326530612, 0.0], [0.02040816326530612, 0.0, 0.02040816326530612, 0.0, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.0]]",-1
"[[-1, -1, 1, -1, 0, 0, 0, 0, 0, 0, 0], [-1, 0, 1, 0, 1, 0, -1, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1], [-1, 0, 0, 1, 0, 1, 0, -1, 0, 0, -1], [0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 1, 0, -1, 0, 0, 1, 0], [0, 1, -1, -1, 0, 0, 0, 1, 0, 0, -1], [1, 1, 0, -1, 0, 0, 0, 0, -1, 0, 0], [-1, 0, -1, -1, 0, 0, 0, -1, 1, 0, 0], [0, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1], [0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]]","[[0.0, 0.0, 0.0, 0.0, 0.02, 0.02, 0.02, 0.02, 0.0, 0.0, 0.02], [0.0, 0.0, 0.0, 0.02, 0.0, 0.02, 0.0, 0.0, 0.0, 0.02, 0.02], [0.0, 0.02, 0.0, 0.02, 0.0, 0.0, 0.02, 0.0, 0.02, 0.02, 0.0], [0.0, 0.02, 0.02, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0], [0.02, 0.0, 0.02, 0.02, 0.0, 0.02, 0.0, 0.02, 0.0, 0.0, 0.02], [0.0, 0.0, 0.02, 0.02, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.02], [0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.02, 0.0], [0.0, 0.0, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.02], [0.0, 0.02, 0.0, 0.0, 0.02, 0.02, 0.02, 0.0, 0.0, 0.02, 0.02], [0.02, 0.02, 0.0, 0.0, 0.0, 0.02, 0.02, 0.0, 0.02, 0.0, 0.0], [0.02, 0.0, 0.02, 0.0, 0.02, 0.0, 0.0, 0.02, 0.0, 0.02, 0.0]]",1
"[[1, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, -1, 0, -1, 0, 1, -1, -1, 0, 0], [0, 0, 0, 0, -1, 0, 0, -1, 0, -1, -1], [1, 0, 0, -1, 0, -1, 0, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, -1, 0, 1, 0, 0, -1, 0], [0, -1, 1, 1, 0, 0, 0, -1, 0, 0, 1], [-1, -1, 0, 1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 1, 1, 0, 0, 0, 1, -1, 0, 0], [0, 0, 1, -1, 0, 0, 0, 0, 0, 0, 1], [0, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1]]","[[0.0, 0.0, 0.0, 0.0, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806], [0.0, 0.0, 0.0, 0.017543859649122806, 0.0, 0.017543859649122806, 0.0, 0.0, 0.0, 0.017543859649122806, 0.017543859649122806], [0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.0, 0.0, 0.017543859649122806, 0.0, 0.0, 0.0, 0.0], [0.0, 0.017543859649122806, 0.017543859649122806, 0.0, 0.0, 0.0, 0.017543859649122806, 0.0, 0.017543859649122806, 0.017543859649122806, 0.0], [0.0, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.0, 0.0, 0.017543859649122806, 0.0, 0.0, 0.0, 0.017543859649122806], [0.017543859649122806, 0.0, 0.017543859649122806, 0.0, 0.0, 0.0, 0.0, 0.017543859649122806, 0.017543859649122806, 0.0, 0.017543859649122806], [0.0, 0.0, 0.0, 0.0, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.017543859649122806, 0.0, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.0, 0.0, 0.017543859649122806], [0.0, 0.017543859649122806, 0.0, 0.0, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.0, 0.0, 0.017543859649122806, 0.0], [0.017543859649122806, 0.017543859649122806, 0.0, 0.0, 0.017543859649122806, 0.0, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.017543859649122806, 0.0], [0.017543859649122806, 0.0, 0.017543859649122806, 0.0, 0.0, 0.0, 0.017543859649122806, 0.017543859649122806, 0.0, 0.017543859649122806, 0.0]]",-1
"[[-1, -1, 1, -1, 0, 0, 0, 0, -1, 0, 0], [-1, 0, 1, 0, 1, 0, -1, 1, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1], [-1, 0, 0, 1, 0, 1, 0, -1, 0, 0, -1], [0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 1, 0, -1, 0, 0, 1, 0], [0, 1, -1, -1, 0, 0, 0, 1, 0, 0, -1], [1, 1, 0, -1, 0, 0, 0, 0, -1, 0, 0], [-1, 0, -1, -1, 0, 0, 0, -1, 1, 0, 0], [0, 0, -1, 1, 0, 0, 0, 0, 0, 0, -1], [0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]]","[[0.0, 0.0, 0.0, 0.0, 0.018518518518518517, 0.0, 0.018518518518518517, 0.0, 0.0, 0.018518518518518517, 0.018518518518518517], [0.0, 0.018518518518518517, 0.0, 0.018518518518518517, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018518518518518517], [0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.0, 0.018518518518518517, 0.018518518518518517, 0.0, 0.018518518518518517, 0.0, 0.0], [0.0, 0.018518518518518517, 0.018518518518518517, 0.0, 0.018518518518518517, 0.0, 0.018518518518518517, 0.0, 0.0, 0.018518518518518517, 0.0], [0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.0, 0.0, 0.0, 0.018518518518518517, 0.0, 0.0, 0.0, 0.018518518518518517], [0.018518518518518517, 0.0, 0.018518518518518517, 0.018518518518518517, 0.0, 0.018518518518518517, 0.0, 0.0, 0.018518518518518517, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.018518518518518517, 0.0, 0.018518518518518517, 0.0, 0.018518518518518517, 0.018518518518518517, 0.0], [0.0, 0.0, 0.018518518518518517, 0.0, 0.0, 0.018518518518518517, 0.018518518518518517, 0.0, 0.0, 0.0, 0.018518518518518517], [0.0, 0.018518518518518517, 0.0, 0.0, 0.0, 0.018518518518518517, 0.018518518518518517, 0.0, 0.0, 0.018518518518518517, 0.0], [0.0, 0.018518518518518517, 0.0, 0.0, 0.018518518518518517, 0.018518518518518517, 0.0, 0.018518518518518517, 0.0, 0.018518518518518517, 0.0], [0.018518518518518517, 0.0, 0.018518518518518517, 0.0, 0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.018518518518518517, 0.0]]",1
"[[1, 1, -1, 1, 0, 0, 0, 0, 1, 0, 0], [1, 0, -1, 0, -1, 0, 1, -1, -1, 0, 0], [0, 0, 0, 0, -1, 0, 0, -1, 0, -1, -1], [1, 0, 0, -1, 0, -1, 0, 1, 0, 0, 1], [0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, -1, 0, 1, 0, 0, -1, 0], [0, -1, 1, 1, 0, 0, 0, -1, 0, 0, 1], [-1, -1, 0, 1, 0, 0, 0, 0, 1, 0, 0], [1, 0, 1, 1, 0, 0, 0, 1, -1, 0, 0], [0, -1, 1, -1, 0, 0, 0, 0, 0, 0, 1], [0, -1, 0, -1, 0, 0, 0, 0, 0, 0, -1]]","[[0.0, 0.0, 0.0, 0.0, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.018867924528301886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018867924528301886, 0.018867924528301886], [0.0, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.0, 0.018867924528301886, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.018867924528301886, 0.0, 0.0, 0.018867924528301886, 0.0, 0.018867924528301886, 0.0, 0.0, 0.0, 0.0], [0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.0, 0.0, 0.018867924528301886, 0.0, 0.018867924528301886, 0.0, 0.018867924528301886], [0.0, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.0, 0.0, 0.0, 0.018867924528301886, 0.0, 0.0, 0.018867924528301886], [0.0, 0.0, 0.0, 0.0, 0.0, 0.018867924528301886, 0.0, 0.0, 0.018867924528301886, 0.018867924528301886, 0.0], [0.0, 0.0, 0.018867924528301886, 0.0, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.0, 0.018867924528301886, 0.018867924528301886], [0.0, 0.018867924528301886, 0.0, 0.0, 0.018867924528301886, 0.0, 0.018867924528301886, 0.0, 0.0, 0.018867924528301886, 0.018867924528301886], [0.018867924528301886, 0.0, 0.0, 0.0, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.0, 0.018867924528301886, 0.0], [0.0, 0.0, 0.018867924528301886, 0.0, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.0]]",-1
